index,entity,frequency
3710,Pacífico,554
4797,Teherán,553
1171,Cercanías,552
2876,Las Palmas,551
367,Archivo,548
5193,Wimbledon,548
2939,Lituania,547
140,Agua,544
3600,Nápoles,542
737,Bernabéu,542
2760,La India,541
1658,Doñana,540
660,Barbate,540
3229,Menorca,540
2348,Gtres,538
4828,Tierra,531
1912,Estados,531
4737,Talavera De La Reina,529
2562,Irak,524
1840,Escocia,524
4015,Ponferrada,523
1346,Comunidad,521
5060,Venecia,521
2324,Gran Vía,516
1103,Catedral,513
4716,Sáhara Occidental,513
647,Banco Santander,511
4846,Tokio,510
2583,Islandia,507
1408,Corea Del Norte,504
3956,Plaza De España,502
3766,Palma De Mallorca,500
3128,Mar,494
3712,Paiporta,490
509,Ayuntamiento De Barcelona,485
228,Algeciras,485
5221,Yemen,484
3975,Plaza Mayor,484
3144,Mar Negro,482
136,Agricultura,482
761,Bizkaia,480
1249,Cisjordania,480
2941,Liverpool,478
2632,Jerusalén,477
993,Caracas,476
2066,Filipinas,476
2629,Jerez,474
4100,Provincia De Valencia,473
1972,Fallas,470
4245,República Checa,468
1911,Estado.,467
4969,Universidad De Alicante,467
1600,Diputación De Cuenca,465
1665,Dubái,464
4800,Tel Aviv,463
4089,Provincia De León,461
1446,Costa Rica,460
442,Atenas,459
1783,El Salvador,459
3912,Pirineo,459
169,Alba,458
1252,Ciudad Condal,457
1207,Chicago,457
4511,Santiago Bernabéu,454
1676,Ebro,452
770,Bolivia,449
5196,Wizink Center,446
433,Asuntos Exteriores,445
4423,San Francisco,445
1458,Crimea,443
1811,Emiratos Árabes Unidos,442
5207,Xunta De Galicia,440
4878,Torrevieja,436
607,Badalona,434
5177,Wall Street,430
2133,Fuerteventura,429
5011,Valdebebas,428
2435,Honduras,428
4902,Triana,428
2207,Gipuzkoa,427
1079,Castilla,426
5159,Vizcaya,426
4991,Urbanismo,426
1845,Eslovaquia,424
749,Bielorrusia,423
4630,Sistema Nacional De Salud,419
2232,Gobierno De Aragón,417
127,Afganistán,416
4996,Uruguay,416
4701,Supremo,415
2966,Lorca,413
4373,Sala,411
1198,Chelsea,411
2737,La Coruña,410
463,Audiencia Provincial,410
4753,Tarancón,410
2366,Guatemala,408
1189,Chamartín,407
2266,Gobierno De Sánchez,407
4556,Segura,404
4525,Sanxenxo,403
1993,Feria De Abril,403
840,Bulgaria,401
5040,Vallecas,401
3257,Metropolitano,400
4252,Reserva Federal,400
3732,Palacio De La Moncloa,398
1217,Chipre,398
1917,Este,397
1001,Caribe,397
77,Abu Dabi,394
1930,Estrecho De Ormuz,394
2539,Indonesia,393
2529,Imperio Romano,393
3259,Metrópoli,392
3142,Mar Mediterráneo,390
1846,Eslovenia,387
3251,Metro,387
1992,Feria,386
2189,Generalitat De Cataluña,386
1536,De Colombia,384
2897,Leganés,383
5090,Viejo Continente,377
5050,Vaticano,377
1926,Estrasburgo,377
979,Cannes,375
194,Alcalá,375
4590,Sicilia,374
3850,Patrimonio De La Humanidad,374
5091,Viena,373
2205,Ginebra,373
4618,Singapur,373
4094,Provincia De Sevilla,372
494,Avilés,371
1567,Deporte,366
4873,Torremolinos,365
167,Alaska,364
5184,Waterloo,364
1258,Ciudad De México,360
772,Bolsa,356
4300,Rodalies,356
1570,Deportes,354
2237,Gobierno De Canarias,352
1704,Ejército De Tierra,350
181,Albania,349
5132,Vilna,349
4081,Provincia De Córdoba,348
552,Ayuntamiento De Málaga,347
1613,Diputación De Toledo,346
3249,Mestalla,345
1402,Copenhague,345
4874,Torrent,345
524,Ayuntamiento De Cuenca,343
3519,Negreira,343
3477,Mónaco,342
2778,La Mancha,341
3987,Poder Judicial,341
2547,Ingredientes,340
2148,Gabinete,338
4191,Rabat,337
2883,Las Ventas,337
3573,Nuestra,337
2031,Festival De Cannes,335
2197,Gerona,333
3212,Medio Cielo,333
151,Aitana,332
3630,Odesa,332
2430,Holanda,332
1874,Estadio Santiago Bernabéu,330
1438,Costa Brava,327
1920,Estepona,327
3472,Mérida,326
329,Antequera,326
1924,Estocolmo,326
4493,Santa Cruz De Tenerife,326
4569,Serbia,325
506,Ayuntamiento De Alicante,325
1190,Chamberí,324
199,Alcampo,323
3560,Norteamérica,323
2693,Koh Samui,323
4687,Sudamérica,323
922,Camino De Santiago,323
695,Beirut,322
1759,El Palmar,322
2436,Hong Kong,320
3115,Manhattan,320
4786,Teatro Real,319
2203,Gibraltar,319
1900,Estado Español,318
1794,El Valencia,317
2376,Guipúzcoa,316
3775,Panamá,316
1927,Estrecho,315
4564,Senegal,314
2282,Gobierno Municipal,314
4860,Toronto,313
1364,Concretamente,311
2643,Jordania,311
2878,Las Palmas De Gran Canaria,311
3454,Museo Del Prado,309
2269,Gobierno Español,309
353,Aragonès,308
5278,Ámsterdam,308
443,Atención Primaria,308
2676,Kenia,307
3478,Móstoles,307
991,Carabanchel,305
1155,Centro De Investigaciones Sociológicas,304
3680,Orihuela,303
2316,Gran Bretaña,301
1740,El Hierro,301
3253,Metro De Madrid,301
2899,Leipzig,300
5092,Vietnam,300
3479,Múnich,299
1199,Chenoa,298
3009,Loterías,295
2222,Gobierno Andaluz,294
987,Capitolio,293
4084,Provincia De Guadalajara,293
1594,Diputación De Alicante,293
4856,Topuria,290
5081,Viajar,289
2123,Fuengirola,289
2166,Ganadería Y Desarrollo Rural,288
470,Audiencia Provincial De Madrid,286
3916,Piscis,284
3868,Pensilvania,284
4058,Primaria,284
2262,Gobierno De Navarra,283
832,Budapest,282
3536,Nicaragua,282
335,Antártida,281
4946,Túnez,280
2406,Hawái,277
4108,Puente,277
767,Bogotá,276
709,Belén,276
4063,Principado De Asturias,275
3745,Palacio Real,273
1915,Estambul,273
969,Canal Sur,271
3669,Orange,271
4042,Pozuelo De Alarcón,271
5055,Veintisiete,270
4975,Universidad De Jaén,268
4988,Upv,268
579,Ayuntamiento De Valencia,267
5128,Villaverde,267
3042,M-30,266
3103,Malta,266
4715,Sáhara,264
4819,Tesoro,262
1502,Cámara Alta,261
4926,Turia,261
3393,Montjuïc,261
3167,Marquesa De Griñón,259
874,Cabo Verde,259
4009,Polígono,258
1688,Educación Infantil,258
2913,Letonia,258
2543,Infantil,257
2026,Ferrol,257
2630,Jerez De La Frontera,256
5053,Vega Baja,256
2724,La Casa Blanca,254
149,Aire,254
5158,Vivienda,253
798,Boston,250
2888,Lavapiés,248
692,Begoña,248
3172,Marsella,248
3713,Pakistán,246
1618,Diputación Provincial,246
3265,Mijas,244
2496,Iberia,243
2692,Koh Phangan,242
3101,Malmö,242
4151,Puerto Rico,242
1713,El Bierzo,242
2820,La Rosaleda,241
2120,Fuego,241
1655,Dos Hermanas,241
1353,Comunitat,240
2661,Júpiter,239
1407,Corea,239
208,Alcoy,236
654,Barajas,236
752,Bierzo,235
5244,Zambia,234
535,Ayuntamiento De Guadalajara,234
5043,Valverde,233
2391,Haití,233
4305,Ronda,233
3197,May,231
1100,Catar,231
3539,Nigeria,230
1925,Estonia,230
1709,El Ayuntamiento,229
4469,Sanidad,228
5005,Utrera,228
2828,La Tribuna,228
2089,Formentera,228
3659,Onda Cero,227
1591,Diputación,226
2757,La Habana,226
3646,Olimpo,224
4548,Secundaria,224
1715,El Cairo,223
1777,El Rincón,222
4431,San Juan,221
207,Alcorcón,219
1977,Familia,219
1976,Falta,219
2001,Feria De Málaga,218
551,Ayuntamiento De Murcia,218
5194,Windsor,217
934,Campanar,217
3353,Mocejón,217
4080,Provincia De Cádiz,217
2423,Hispania,216
205,Alcobendas,215
2802,La Paz,214
1694,Ee. Uu.,214
3787,Paraguay,213
497,Axarquía,213
2332,Grand Slam,213
3837,Paseo De La Castellana,213
5131,Villena,212
1539,De Toledo,212
4186,Quito,212
4421,San Fernando,212
4579,Seúl,211
3196,Mauritania,211
4702,Sur,211
4610,Sigüenza,210
3090,Majadahonda,209
5247,Zaporiyia,208
4069,Provincia De Albacete,208
587,Ayuntamiento De Zaragoza,207
3032,Lyon,207
4637,Skyshowtime,207
5105,Villacañas,206
1282,Clavijo,205
4929,Turismo,204
1522,Dakar,203
4103,Provincias,203
2509,Ifema,203
4978,Universidad De Málaga,202
2751,La Fábrica De La Tele,202
4339,Río De Janeiro,201
2342,Groenlandia,201
1250,City,200
2065,Filadelfia,200
1757,El Niño,200
1468,Cruz,200
4264,Riad,198
2880,Las Rozas,198
2981,Los Bridgerton,198
1080,Castilla La Mancha,198
1891,Estado De Israel,197
1819,Emt,197
2718,La Argentina,197
1767,El Prado,194
4743,Tamara,194
1428,Cortes Valencianas,194
4934,Turín,194
2168,Gandia,193
5169,Vélez-Málaga,193
5155,Vitoria-Gasteiz,193
3668,Oporto,193
2926,Libia,192
4426,San Isidro,191
4823,Tetuán,191
4972,Universidad De Córdoba,190
5065,Venus,188
1902,Estado Islámico,188
685,Bayona,187
3336,Ministro Del Interior,186
4690,Sudán,185
125,Aesan,185
1286,Clm,184
3544,Nius,184
3096,Malasia,184
2331,Grand Prix,184
1943,Etiopía,184
4917,Tsunami,183
4420,San Fermín,183
712,Benalmádena,182
1064,Casco Histórico,182
5149,Virginia,182
1936,Están,181
4437,San Mamés,181
4584,Shanghái,181
1664,Dublín,180
3526,Nervión,179
903,Calp,179
4152,Puertollano,178
4956,Uganda,178
3813,Parque De Los Príncipes,178
3621,Ocaña,176
5039,Valle Salvaje,176
4976,Universidad De León,175
2121,Fuencarral,175
3793,Parla,175
294,Amazonas,174
2584,Islas,174
2043,Festival De Málaga,174
2502,Ibérica,174
5103,Villablino,174
5049,Varsovia,173
2657,Járkov,173
3717,Palacio De Buckingham,172
1648,Donetsk,172
4088,Provincia De Jaén,172
5209,Xàbia,171
4518,Santo Domingo,171
3124,Manzanares,171
3753,Palau,171
5173,Vía Láctea,170
3170,Marrakech,170
3715,Palacio,170
1118,Cazalegas,169
1524,Dallas,169
4973,Universidad De Granada,169
3655,Omoda,169
2936,Linares,169
1062,Casco,169
4505,Santa Sede,169
5217,Yecla,168
4046,Prado,168
1802,Elda,168
4756,Tarifa,167
1907,Estado Palestino,165
563,Ayuntamiento De Paterna,165
4734,Tajo-Segura,164
459,Audiencia De Sevilla,163
4707,Sussex,163
4869,Torrejón De Ardoz,162
4612,Silicon Valley,162
1857,Espejo Público,162
3734,Palacio De La Zarzuela,161
3528,Nevada,161
1516,Dacia,160
527,Ayuntamiento De Córdoba,159
1929,Estrecho De Gibraltar,159
5130,Villaviciosa,159
4722,Sídney,159
392,Arizona,159
4852,Tomelloso,158
3558,Norte,158
2047,Festival De San Sebastián,158
2169,Gandía,158
3166,Marlaska,157
5037,Valle Del Guadalquivir,157
1650,Donostia,157
4077,Provincia De Ciudad Real,156
4056,Prigozhin,155
2701,Kursk,155
2354,Guadalquivir,155
1004,Carmona,155
368,"Archivo

Madrid",154
1603,Diputación De Córdoba,154
1331,Comercio,153
1532,Davos,153
2519,Illa,153
4309,Rosario,152
1072,Castelldefels,151
5188,Wembley,151
2560,Iowa,151
1494,Culturaocio,151
4513,Santiago De Chile,150
4047,Praga,150
265,Almussafes,150
1238,Cincinnati,149
4257,Retiro,148
1011,Carolina,148
3755,Palau De La Generalitat,148
3262,Michigan,148
145,Ahí,148
3201,Mazarrón,148
1768,El Prat,147
4792,Tebas,147
339,Ap-7,147
1437,Costa Blanca,147
2482,Houston,146
2729,La Ciudad,146
702,Bellas Artes,146
4120,Puente De Vallecas,146
2817,La Roca,145
4362,Sagunto,145
3676,Orense,145
3035,Lérida,145
4279,Rincón De La Victoria,144
3141,Mar Flores,144
3563,Noticia Relacionada,144
4003,Policía Municipal De Madrid,143
676,Baréin,143
5222,Yenín,143
2401,Haro,143
281,Altea,143
2758,La Haya,142
571,Ayuntamiento De Talavera,142
1820,Emérito,141
2304,Gotham,141
844,Burdeos,141
1642,Doha,141
966,Canal Motor,140
4486,Santa Bárbara,140
2723,La Cartuja,140
1778,El Rocío,139
2079,Florencia,139
3443,Museo,139
4708,Sutton,139
4301,Rodas,138
4461,San Valentín,138
946,Campo De Gibraltar,137
4999,Usera,137
1796,El Vaticano,137
4349,Río Tajo,136
4684,Subdelegación Del Gobierno,136
285,Alto Tribunal,136
242,Alimentación,136
4450,San Petersburgo,135
1325,Colón,135
3639,Ohio,135
4664,Sotogrande,135
2292,Gobierno.,135
2803,La Peraleda,134
1609,Diputación De Málaga,134
4634,Sitges,134
562,Ayuntamiento De Pamplona,134
1705,Ejército Del Aire,133
3177,Martorell,133
3540,Nilo,132
2753,La Gomera,131
4490,Santa Cruz,131
358,Aranjuez,131
4280,Rioja,131
1573,Desarrollo Rural,129
883,Calahorra,129
1716,El Campello,128
2318,Gran Circo,128
1550,Delegación Del Gobierno,128
3535,Niamey,128
965,Canal De Whatsapp,127
1531,David Zorrakino,127
2124,Fuenlabrada,127
4302,Roig Arena,127
2914,Letur,127
4043,Pp-Vox,126
4444,San Miguel,126
4594,Sierra,126
3203,Medellín,125
3362,Monasterio,125
4604,Sierra Nevada,124
4738,Talavera Ferial,124
5286,Ártico,124
5042,Valparaíso,124
211,Alcázar De San Juan,123
2212,Glasgow,123
3459,Museo Reina Sofía,123
5210,Xàtiva,123
1608,Diputación De León,123
89,Adamuz,123
3199,Mayores,123
2794,La Nucía,122
1730,El Cultural,121
59,A-4,121
1423,Correos,121
1130,Cecotec,121
3954,Plaza De Cibeles,121
3358,Moldavia,121
2137,Fundación,120
62,A-5,120
762,Blinken,120
4979,Universidad De Salamanca,120
1175,Cerdeña,119
1644,Dolores,119
1737,El Gobierno De Castilla-La Mancha,119
2014,Feria Internacional De Turismo,119
4434,San Lorenzo,119
591,Azerbaiyán,119
1088,Castillo,119
109,Aeropuerto De Barajas,118
4076,Provincia De Castellón,118
3098,Mali,118
1764,El Perú,118
2773,La Línea De La Concepción,117
1332,Comercio Y Turismo,117
835,Buenavista,117
3719,Palacio De Cibeles,117
1684,Edimburgo,117
4159,Puntagorda,117
3737,Palacio De Marivent,117
4504,Santa Pola,116
1015,Carolina Del Sur,116
3580,Nueva Jersey,116
3905,Picos De Europa,116
1093,Castro Urdiales,116
65,A-7,115
4787,Teatro Real De Madrid,115
4535,Saturno,115
2975,Los Alcázares,115
4071,Provincia De Almería,115
3222,Melbourne,114
3105,Manacor,114
424,Astorga,114
4534,Sassa De Osma,114
1653,Dorado,114
348,Arabia,114
2879,Las Pedroñeras,114
1372,Congreso Federal,114
904,Calpe,114
4614,Silverstone,114
290,Alzira,114
4249,Requena,113
4381,Salas,113
1593,Diputación De Albacete,113
327,Anoeta,113
4457,San Sebastián De Los Reyes,112
760,Bizarrap,112
2368,Guayaquil,112
4154,Puertos Del Estado,112
4804,Tellado,112
5285,Área Metropolitana De Barcelona,112
541,Ayuntamiento De León,112
1747,El Líbano,112
3069,Madrid Río,111
1731,El Ejido,111
4440,San Martín,111
2344,Gruconsa,111
3879,Perseidas,111
4390,Salud,111
2249,Gobierno De Isabel Díaz Ayuso,110
3331,Ministro De Cultura,110
3376,Montecarlo,110
4881,Torrox,110
5198,World Central Kitchen,110
3428,Mpox,110
5295,Úbeda,110
3511,Navalni,110
2118,Fráncfort,110
1322,Colorado,110
5095,Vila-Real,110
1328,Comandancia De La Guardia Civil,109
4826,Thegrefg,109
1320,Colonia,109
315,Andes,108
4850,Tolón,108
2111,Freepik,108
2238,Gobierno De Cantabria,108
196,Alcalá De Guadaíra,108
2439,Hospital,107
2631,Jersón,107
4040,Pozoblanco,107
1526,Damasco,107
3195,Maui,107
2906,Les Corts,107
1165,Centro Nacional De Inteligencia,107
1962,Exteriores,106
2945,Llanes,106
2641,Jmj,106
332,Antigua Roma,105
918,Camerún,105
2165,Ganadería,105
1689,Educación Primaria,105
2396,Hamburgo,105
2357,Guadiana,104
453,Auckland,104
3160,Marina Alta,104
1142,Central,104
4366,Sahel,103
5121,Villarejo,103
1442,Costa De Marfil,103
3395,Montmeló,103
309,América Del Norte,103
4319,Ruanda,103
4405,Samui,102
1053,Casa Rosada,102
3095,Malasaña,102
2002,Feria De San Isidro,102
466,Audiencia Provincial De Barcelona,101
4285,Ripoll,101
4075,Provincia De Burgos,101
4164,Puy Du Fou,101
1014,Carolina Del Norte,100
448,Atlántico Norte,100
1666,Duero,100
4471,Sanlúcar De Barrameda,100
608,Baena,99
1952,Europeo,99
5017,Valdepeñas,99
1435,Costa,99
2653,Justicia Y Relaciones,99
5220,Yellowstone,98
1102,Catarroja,98
2328,Granadilla,98
356,Aranda De Duero,98
817,Brisbane,98
4212,Rdc,98
1978,Familia Real,98
3762,Palermo,98
2627,Jefatura Superior,98
707,Belorado,98
333,Antiguo Egipto,98
4916,Tsj,98
2822,La Sagra,97
1379,Consejería De Agricultura,97
4150,Puerto Real,97
1016,Carolina España,97
1849,Espa,97
1854,España-,96
2231,Gobierno De,96
1179,Cerro Muriano,96
4883,Toscana,96
2819,La Romareda,96
2892,Le Mans,95
2782,La Mareta,95
1810,Emiratos Árabes,95
2999,Los Remedios,95
4835,Tineo,95
2280,Gobierno Local,95
2497,Iberoamérica,94
4941,Tánger,94
5002,Utiel,94
1836,Ermua,94
4998,Usa,93
4815,Terrassa,93
764,Boadilla Del Monte,93
3728,Palacio De Kensington,93
543,Ayuntamiento De Logroño,93
3666,Operador Del Mercado Ibérico De Energía,93
3574,Nueva,93
4203,Raphinha,92
4648,Solingen,92
1823,Endrick,92
3619,Observatorio,92
4593,Siero,92
4921,Tudela,92
1955,Eurovisión,92
2523,Illinois,91
3862,Pedroche,91
4778,Teatro De Rojas,91
1960,Everest,91
1530,David,91
4750,Tanzania,91
4298,Rocío,91
2770,La Libertad Avanza,91
3120,Manresa,90
3164,Marivent,90
2642,Johannesburgo,90
2420,Himalaya,90
822,Broadway,90
445,Atlanta,90
3013,Lucena,90
5290,Écija,89
2275,Gobierno Gallego,89
580,Ayuntamiento De València,89
3524,Nerja,89
2524,Imagen,89
5015,Valdemoro,89
1601,Diputación De Cáceres,89
3329,Ministro De Agricultura,89
4214,Real Casa De Correos,89
4307,Roquetas De Mar,89
950,Campos,88
3408,Morata De Tajuña,88
3415,Morón,88
830,Bucarest,88
4246,República Democrática Del Congo,88
1545,Del Guadalquivir,88
2298,Golfo Pérsico,88
599,Azuqueca De Henares,87
1350,Comunidad Foral,87
298,Amelia,87
3633,Oeste,87
4102,Provincia De Zaragoza,87
5129,Villavicencio,87
4067,Producto Interior Bruto,87
2259,Gobierno De La Rioja,87
4273,Ribera Del Duero,87
849,Burkina Faso,86
4085,Provincia De Huelva,86
687,Bazoum,86
1585,Detroit,86
3851,Patrimonio Nacional,86
978,Cangas Del Narcea,86
383,Arganda Del Rey,86
4260,Reyes,86
3522,Neptuno,86
649,Bangkok,86
4308,Rosa,86
594,Azores,86
1663,Dubai,86
701,Belgrado,85
1775,El Retiro,85
3679,Oriente Medio,85
3598,Nutrición,85
4132,Puerto,85
4126,Puerta De Alcalá,85
1452,Coín,85
4026,Portbou,85
4173,Queen'S,84
4719,São Paulo,84
672,Barranquilla,84
4220,Recoletos,84
479,Austin,84
1426,Corte Suprema,84
3692,Osakidetza,84
5185,Wck,84
1063,Casco Antiguo,84
1181,Cervera,84
4258,Reus,83
4060,Primero De Mayo,83
1597,Diputación De Barcelona,83
2765,La Laguna,83
3330,"Ministro De Agricultura, Pesca Y Alimentación",83
3693,Oslo,83
519,Ayuntamiento De Cartagena,83
5035,Valle Del Ebro,83
3624,Oceanía,83
2853,Lahaina,83
4416,San Diego,83
2153,Galería De Las Colecciones Reales,83
3436,Municipal El Prado,83
1387,Consell De Mallorca,83
5267,Zúrich,83
4572,Seseña,83
3348,Mislata,82
56,A-3,82
1789,El Sol,82
3685,Ormuz,82
210,Alcázar,82
1485,Cullera,82
2038,Festival De Eurovisión,82
5052,Vega,82
385,Argel,82
824,Brooklyn,82
3225,Memphis,82
2110,Frankfurt,82
478,Auschwitz,82
3933,Plasencia,82
609,Baeza,82
4832,Tijarafe,82
4963,Umu,81
1981,Farcama,81
656,Barakaldo,81
1554,Denia,81
2458,Hospital Nacional De Parapléjicos,81
727,Benissa,81
1317,Colmenar Viejo,81
3254,Metro De Málaga,81
1395,Consuegra,80
4930,Turismo Costa Del Sol,80
301,Amhara,80
3672,Ordenación Del Territorio,80
4180,Quintana,80
2049,Festival De Venecia,80
1856,Español,80
3494,Nancys Rubias,79
2375,Guinea Ecuatorial,79
3385,Montes,79
106,Aeropuerto Adolfo Suárez Madrid-Barajas,79
96,Administraciones Públicas,79
5239,Zahara,79
223,Alfacar,78
473,Auditorio,78
2355,Guadalupe,78
1527,Dana,78
3800,Parlamento De Navarra,78
1848,Esos,78
3690,Os Peares,77
3589,Nuevo Mundo,77
5195,Wisconsin,77
3416,Morón De La Frontera,77
4275,Rico,77
5279,Ángeles,77
3184,Massachusetts,77
634,Balcanes,77
1310,Coliseum,77
2178,Garriga,77
2201,Ghana,77
83,Aceite,77
3545,Niveles Altos,76
4894,Transportes,76
3396,Montoro,76
3423,Motril,76
3967,Plaza De Toros,76
3546,Niza,76
3360,Molina De Segura,76
2633,Jesús Hellín,76
1855,Españas,76
1904,Estado Mayor,76
3400,Montserrat,76
2640,Jjoo,75
1895,Estado De Seguridad,75
4073,Provincia De Barcelona,75
3518,Nebulossa,75
384,Arganzuela,75
